ACR_GROUPID,ICDCODE,DESCRIPTION,EFF_DATE,ACTIVE
CR0261,T65.8,TOXIC EFFECT OF OTHER SPECIFIED SUBSTANCES,1/1/2014,T
CR0261,T56.1,TOXIC EFFECT OF  MERCURY AND ITS COMPOUNDS,1/1/2014,T
CR0261,T55,TOXIC EFFECT OF SOAPS AND DETERGENTS,1/1/2014,T
CR0261,T54.9,"TOXIC EFFECT OF  CORROSIVE SUBSTANCE, UNSPECIFIED",1/1/2014,T
CR0261,T54.3,TOXIC EFFECT OF  CORROSIVE ALKALIS AND ALKALI-LIKE SUBSTANCES; TOXIC EFFECT OF  POTASSIUM HYDROXIDE;TOXIC EFFECT OF  SODIUM HYDROXIDE,1/1/2014,T
CR0261,T54.2,TOXIC EFFECT OF CORROSIVE ACIDS AND ACID-LIKE SUBSTANCES; TOXIC EFFECT OF  ACID HYDROCHLORIE;TOXIC EFFECT OF  ACID SULFURIE,1/1/2014,T
CR0261,T54.1,TOXIC EFFECT OF  OTHER CORROSIVE ORGANIC COMPOUNDS,1/1/2014,T
CR0261,T53.9,"TOXIC EFFECT OF  HALOGEN DERIVATIVE OF ALIPHATIC AND AROMATIC HYDROCARBONS, UNSPECIFIED",1/1/2014,T
CR0261,T56.8,TOXIC EFFECT OF  OTHER METALS,1/1/2014,T
CR0261,T57.8,TOXIC EFFECT OF  OTHER SPECIFIED IN ORGANIC SUBSTANCES,1/1/2014,T
CR0261,T59.8,"TOXIC EFFECT OF  OTHER SPECIFIED GASES, FUMES AND VAPOURS",1/1/2014,T
CR0261,T59.7,TOXIC EFFECT OF  CARBON DIOXIDE,1/1/2014,T
CR0261,T59.4,TOXIC EFFECT OF  CHLORINE GAS,1/1/2014,T
CR0261,T59.3,TOXIC EFFECT OF  LACRIMOGENIC GAS; TOXIC EFFECT OF TEAR GAS,1/1/2014,T
CR0261,T59.2,TOXIC EFFECT OF  FORMAL DEHYDE,1/1/2014,T
CR0261,T59.0,TOXIC EFFECT OF NITROGEN OXIDES,1/1/2014,T
CR0261,T59.9,"TOXIC EFFECT OF  GASES, FUMES AND VAPOURS, UNSPECIFIED",1/1/2014,T
CR0261,T57.9,"TOXIC EFFECT OF INORGANIC SUBSTANCE, UNSPECIFIED",1/1/2014,T
CR0261,T60.4,TOXIC EFFECT OF  RODENTICIDES; TOXIC EFFECT OF  THALLIUM,1/1/2014,T
CR0261,T60.8,TOXIC EFFECT OF  OTHER PESTICIDES,1/1/2014,T
CR0262,T49.4,"POISONING BY KERATOLYTICS, KERATOPLASTICS AND OTHER HAIR TREATMENT DRUGS AND PREPARATIONS",1/1/2014,T
CR0262,T49.3,"POISONING BY EMOLLIENTS, DEMULCENTS AND PROTECTANTS",1/1/2014,T
CR0262,T49.2,POISONING BY LOCAL ASTRINGENTS AND LOCAL DETERGENTS,1/1/2014,T
CR0262,T49.7,"POISONING BY DENTAL DRUGS, TOPICALLY APPLIED",1/1/2014,T
CR0262,T49.9,"POISONING BY TOPICAL AGENT, UNSPECIFIED",1/1/2014,T
CR0262,T49.5,"POISONING BY OPHTHALMOLOGICAL DRUGS AND PREPARATIONS; POISONING BY EYE, NOSE AND THROAT ANTI-INFECTIVES",1/1/2014,T
CR0262,Y56.3,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: EMOLLIENTS, DEMULCENTS AND PROTECTANTS",1/1/2014,T
CR0262,Y56.2,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: LOCAL ASTRINGENTS AND LOCAL DETERGENTS",1/1/2014,T
CR0262,T49.8,OTHERTOPICAL AGENTS; SPERMICIDES,1/1/2014,T
CR0263,T63.9,TOXIC EFFECT OF CONTACT WITH UNSPECIFIED VENOMOUS ANIMAL,1/1/2014,T
CR0263,T63.0,TOXIC EFFECT OF  SNAKE VENOM;TOXIC EFFECT OF  SEA-SNAKE VENOM,1/1/2014,T
CR0263,T62.1,TOXIC EFFECT OF  INGESTED BERRIES,1/1/2014,T
CR0263,T63.3,TOXIC EFFECT OF  VENOM OF SPIDER,1/1/2014,T
CR0263,T63.4,"TOXIC EFFECT OF  VENOM OF OTHER ARTHROPODS;TOXIC EFFECT OF  INSECT BITE OR STING, VENOMOUS",1/1/2014,T
CR0263,T63.5,TOXIC EFFECT OF CONTACT WITH FISH,1/1/2014,T
CR0263,T63.8,TOXIC EFFECT OF CONTACT WITH OTHER VENOMOUS ANIMALS; VENOM OF AMPHIBIAN,1/1/2014,T
CR0263,T64,TOXIC EFFECT OF AFLATION AND OTHER MYCOTOXIN FOOD CONTAMINANTS,1/1/2014,T
CR0263,T65.2,TOXIC EFFECT OF  TOBACCO AND NICOTINE,1/1/2014,T
CR0263,T63.1,TOXIC EFFECT OF  VENOM OF OTHER REPTILES; TOXIC EFFECT OF  LIZARD VENOM,1/1/2014,T
CR0263,T63.6,TOXIC EFFECT OF CONTACT WITH OTHER MARINE ANIMALS; JELLYFISH; SEA ANEMONE; SHELLFISH; STARFISH,1/1/2014,T
CR0263,T62.9,"TOXIC EFFECT OF  NOXIOUS SUBSTANCE EATEN AS FOOD, UNSPECIFIED",1/1/2014,T
CR0263,T62.2,TOXIC EFFECT OF OTHER INGESTED (PARTS OF) PLANT(S),1/1/2014,T
CR0263,T62.8,TOXIC EFFECT OF  OTHER SPECIFIED NOXIOUS SUBSTANCES EATEN AS FOOD,1/1/2014,T
CR0263,T62.0,TOXIC EFFECT OF INGESTED MUSHROOMS,1/1/2014,T
CR0263,T61.9,TOXIC EFFECT OF UNSPECIFIED SEAFOOD,1/1/2014,T
CR0263,T61.8,TOXIC EFFECT OF OTHER SEAFOODS,1/1/2014,T
CR0263,T61.2,TOXIC EFFECT OF  OTHER FISH AND SHELLFISH POISONING,1/1/2014,T
CR0263,T61.1,TOXIC EFFECT OF  SCOMBROID FISH POISONING;TOXIC EFFECT OF  HISTAMINE-LIKE SYNDROME,1/1/2014,T
CR0263,T61.0,TOXIC EFFECT OF  CIGUATERA FISH POISONING,1/1/2014,T
CR0263,T63.2,TOXIC EFFECT OF  VENOM OF SCORPION,1/1/2014,T
CR0264,Y54.8,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: AGENTS AFFECTING URIC ACID METABOLISM",1/1/2014,T
CR0264,Y58.4,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: TETANUS VACCINE",1/1/2014,T
CR0264,Y58.0,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: BCG VACCINE",1/1/2014,T
CR0264,Y56.6,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: OTORHINOLARYNGOLOGICAL DRUGS AND PREPARATIONS",1/1/2014,T
CR0264,Y59.9,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: VACCINE OR BIOLOGICAL SUBSTANCE, UNSPECIFIED",1/1/2014,T
CR0264,Y54.3,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: BENZOTHIADIAZINE DERIVATIVES",1/1/2014,T
CR0264,Y43.0,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: ANTIALLERGIC AND ANTIEMETIC DRUGS",1/1/2014,T
CR0264,Y55.0,"DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE: OXYTOCIC DRUGS;ERGOT ALKALOIDS",1/1/2014,T
CR0265,G64,OTHER DISORDERS OF PERIPHERAL NERVOUS SYSTEM; DISORDER OF PERIPHERAL NERVOUS SYSTEM NOS,1/1/2014,T
CR0265,G62.9,"POLYNEUROPATHY, UNSPECIFIED; NEUROPATHY NOS",1/1/2014,T
CR0265,G62.8,OTHER SPECIFIED POLYNEUROPATHIES; RADIATION-INDUCED POLYNEUROPATHY,1/1/2014,T
CR0265,G62.2,POLYNEUROPATHY DUE TO OTHER TOXIC AGENTS,1/1/2014,T
CR0265,G62.1,ALCOHOLIC POLYNEUROPATHY,1/1/2014,T
CR0265,G62.0,DRUG-INDUCED POLYNEUROPATHY,1/1/2014,T
CR0265,G61.8,OTHER INFLAMMATORY POLYNEUROPATHIES,1/1/2014,T
CR0265,G61.0,GUILLAIN-BARRé SYNDROME; ACUTE POST- INFECTIVE POLYNEURITIS; ACUTE INFECTIVE POLYNEURITIS,1/1/2014,T
CR0265,G60.9,"HEREDITARY AND IDIOPATHIC NEUROPATHY, UNSPECIFIED",1/1/2014,T
CR0265,G60.8,OTHER HEREDITARY AND IDIOPATHIC NEUROPATHIES; MORVAN'S DISEASE; NELATON'S SYNDROME; SENSORY NEUROPATHY DOMINANTLY INHERITED; SENSORY NEUROPATHY RECESSIVELY INHERITED,1/1/2014,T
CR0265,G60.3,IDIOPATHIC PROGRESSIVE NEUROPATHY,1/1/2014,T
CR0265,G60.2,NEUROPATHY IN ASSOCIATION WITH HEREDITARY ATAXIA,1/1/2014,T
CR0265,G60.0,"HEREDITARY MOTOR AND SENSORY NEUROPATHY; DISEASE CHARCOT-MARIE-TOOTH; DISEASE DéJERINE-SOTTAS; HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPES I-IV; HYPERTROPHIC NEUROPATHY OF INFANCY; PERONEAL MUSCULAR ATROPHY AXONAL TYPE; PERONEAL MUSCULAR ATROPHY HYPERT",1/1/2014,T
CR0265,G60.1,REFSUM'S DISEASE,1/1/2014,T
CR0265,G61.9,"INFLAMMATORY POLYNEUROPATHY, UNSPECIFIED",1/1/2014,T
CR0265,G63.8*,POLYNEUROPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE,1/1/2014,T
CR0266,N84.2,POLYP OF VAGINA,1/1/2014,T
CR0266,N84.9,"POLYP OF FEMALE GENITAL TRACT, UNSPECIFIED",1/1/2014,T
CR0266,N84.8,POLYP OF OTHER PARTS OF FEMALE GENITAL TRACT,1/1/2014,T
CR0266,N84.0,POLYP OF CORPUS UTERI; POLYP OF ENDOMETRIUM; POLYP OF UTERUS NOS,1/1/2014,T
CR0266,N84.1,POLYP OF CERVIX UTERI; MUCOUS POLYP OF CERVIX,1/1/2014,T
CR0266,N84.3,POLYP OF VULVA; POLYP OF LABIA,1/1/2014,T
CR0267,O74.2,CARDIAC COMPLICATIONS OF ANAESTHESIA DURING LABOUR AND DELIVERY; CARDIAC ARREST DUE TO ANAESTHESIA DURING LABOUR AND DELIVERY; CARDIAC FAILURE DUE TO ANAESTHESIA DURING LABOUR AND DELIVERY,1/1/2014,T
CR0267,O71.2,POST PARTUM INVERSION OF UTERUS,1/1/2014,T
CR0267,O75.9,"COMPLICATION OF LABOUR AND DELIVERY, UNSPECIFIED",1/1/2014,T
CR0267,O74.8,OTHER COMPLICATIONS OF ANAESTHESIA DURING LABOUR AND DELIVERY,1/1/2014,T
CR0267,O74.0,ASPIRATION PNEUMONITIS DUE TO ANAESTHESIA DURING LABOUR AND DELIVERY; INHALATION OF STOMACH CONTENTS OR SECRETIONS NOS DUE TO ANAESTHESIA DURING LABOUR AND DELIVERY; MENDELSON'S SYNDROME DUE TO ANAESTHESIA DURING LABOUR AND DELIVERY,1/1/2014,T
CR0267,O71.9,"OBSTETRIC TRAUMA, UNSPECIFIED",1/1/2014,T
CR0267,O71.8,OTHER SPECIFIED OBSTETRIC TRAUMA,1/1/2014,T
CR0267,O71.7,OBSTETRIC HAEMATOMA OF PELVIS; OBSTETRIC HAEMATOMA OF PERINEUM; OBSTETRIC HAEMATOMA OF VAGINA; OBSTETRIC HAEMATOMA OF VULVA,1/1/2014,T
CR0267,O71.5,OTHER OBSTETRIC INJURY TO PELVIC ORGANS; OBSTETRIC INJURY TO BLADDER; OBSTETRIC INJURY TO URETHRA,1/1/2014,T
CR0267,O08.5,METABOLIC DISORDERS FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,1/1/2014,T
CR0267,O75.1,SHOCK DURING OR FOLLOWING LABOUR AND DELIVERY; OBSTETIC SHOCK,1/1/2014,T
CR0267,O75.8,OTHER SPECIFIED COMPLICATIONS OF LABOUR AND DELIVERY,1/1/2014,T
CR0267,O71.3,OBSTETRIC LACERATION OF CERVIX; ANNULAR DETACHMENT OF CERVIX,1/1/2014,T
CR0267,O08.2,EMBOLISM FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY; EMBOLISM NOS; AIR EMBOLISM; AMNIOTIC FLUID EMBOLISM; BLOOD-CLOT EMBOLISM; PULMONARY EMBOLISM; PYAEMIC EMBOLISM; SEPTIC OR SEPTICOPYAEMIC EMBOLISM; SOAP EMBOLISM,1/1/2014,T
CR0267,O08.9,"COMPLICATION FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY, UNSPECIFIED",1/1/2014,T
CR0267,O67.8,OTHER INTRAPARTUM HAEMORRHAGE; EXCESSIVE INTRAPARTUM HAEMORRHAGE,1/1/2014,T
CR0267,O71.0,RUPTURE OF UTERUS BEFORE ON SET OF LABOUR,1/1/2014,T
CR0267,O71.1,RUPTURE OF UTERUS DURING LABOUR; RUPTURE OF UTERUS NOT STATED AS OCCURING BEFORE ONSET OF LABOUR,1/1/2014,T
CR0267,O87.9,"VENOUS COMPLICATION IN THE PUERPERIUM, UNSPECIFIED; PUERPERAL PHLEBITIS NOS; PUERPERAL PHLEBOPATHY NOS; PUERPERAL THROMBOSIS NOS",1/1/2014,T
CR0268,Z39.0,CARE AND EXAMINATION IMMEDIATELY AFTER DELIVERY,1/1/2014,T
CR0269,J95.5,POSTPROCEDURAL SUBGLOTTIC STENOSIS,1/1/2014,T
CR0269,J95.8,OTHER POSTPROCEDURAL RESPIRATORY DISORDERS,1/1/2014,T
CR0269,J95.9,"POSTPROCEDURAL RESPIRATORY DISORDER, UNSPECIFIED",1/1/2014,T
CR0269,K91.0,VOMITING FOLLOWING GASTROINTESTINAL SURGERY,1/1/2014,T
CR0269,K91.1,POSTGASTRIC SURGERY SYNDROMES; DUMPING SYNDROME; POSTGASTRECTOMY SYNDROME; POSTVAGOTOMY SYNDROME,1/1/2014,T
CR0269,K91.2,"POSTSURGICAL MALABSORPTION, NOT ELSEWHERE CLASSIFIED; POSTSURGICAL BLIND LOOP SYNDROME",1/1/2014,T
CR0269,K91.3,POSTOPERATIVE INTESTINAL OBSTRUCTION,1/1/2014,T
CR0269,K91.4,COLOSTOMY AND ENTEROSTOMY MALFUNCTION,1/1/2014,T
CR0269,H59.0,VITREOUS SYNDROME FOLLOWING CATARACT SURGERY,1/1/2014,T
CR0269,T85.6,"MECHANICAL COMPLICATION OF OTHER SPECIFIED INTERNAL PROSTHETIC DEVICES, IMPLANTS AND GRAFTS; CONDITIONS LISTED IN T82.0 DUE TO EPIDURAL AND SUBDURAL INFUSION CATHETER; CONDITIONS LISTED IN T82.0 DUE TO INTRAPERITONAEL DIALYSIS CATHETER; CONDITIONS LISTED",1/1/2014,T
CR0269,T84.2,MECHANICAL COMPLICATION OF INTERNAL FIXATION DEVICE OF OTHER BONES,1/1/2014,T
CR0269,T85.7,"INFECTION AND INFLAMMATORY REACTION DUE TO OTHER INTERNAL PROSTHETIC DEVICES, IMPLANTS AND GRAFTS",1/1/2014,T
CR0269,T85.9,"UNSPECIFIED COMPLICATION OF INTERNAL PROSTHETIC DEVICE, IMPLANT AND GRAFT; COMPLICATION OF INTERNAL PROSTHETIC DEVICE, IMPLANTS AND GRAFT NOS",1/1/2014,T
CR0269,T85.5,MECHANICALCOMPLICATIONOFGASTROINTESTINALPROSTHETICDEVICESIMPLANTSAND; CONDITIONS LISTED IN T82.0 DUE TO BILE-DUCT PROSTHESIS; CONDITIONS LISTED IN T82.0 OESOPHAGEAL ANTI-REFLUX DEVICE,1/1/2014,T
CR0269,T85.3,"MECHANICAL COMPLICATION OF OTHER OCULAR PROSTHETIC DEVICES, IMPLANTS AND GRAFTS CONDITIONS LISTED IN T82.0 DUE TO CORNEAL GRAFT; CONDITIONS LISTED IN T82.0 DUE TO PROSTHETIC ORBIT OF EYE",1/1/2014,T
CR0269,T82.0,MECHANICAL COMPLICATION OF HEART VALVE PROSTHESIS; MECHANICAL BREAKDOWN DUE TO HEART VALVE PROSTHESIS; DISPLACEMENT DUE TO HEART VALVE PROSTHESIS; FAILURE DUE TO HEART VALVE PROSTHESIS; LEAKAGE DUE TO HEART VALVE PROSTHESIS; MALPOSITION DUE TO HEART VALVE,1/1/2014,T
CR0269,N99.1,POSTPROCEDURAL URETHRAL STRICTURE; POSTCATHETERIZATION URETHRAL STRICTURE,1/1/2014,T
CR0269,T81.3,"DISRUPTION OF OPERATION WOUND, NOT ELSEWHERE CLASSIFIED; DEHISCENE OF OPERATION WOUND; RUPTURE OF OPERATION WOUND",1/1/2014,T
CR0269,K91.9,"POSTPROCEDURAL DISORDER OF DIGESTIVE SYSTEM, UNSPECIFIED",1/1/2014,T
CR0269,T81.4,"INFECTION FOLLOWING A PROCEDURE, NOT ELSEWHERE CLASSIFIED; INTRA-ABDOMINAL ABSCESS POSTPROCEDURAL ABCESS; INTRA-ABDOMINAL STITCH POSTPROCEDURAL ABSCESS; INTRA-ABDOMINAL SUBPHRENIC POSTPROCEDURAL ABCESS; INTRA-ABDOMINAL WOUND POSTPROCEDURAL ABCESS; SEPTICA",1/1/2014,T
CR0269,T81.8,"OTHER COMPLICATIONS OF PROCEDURES, NOT ELSEWHERE CLASSIFIED; COMPLICATION OF INHALATION THERAPY; EMPHYSEMA (SUBCUTANEOUS) RESULTING FROM A PROCEDURE; PERSISTENT POSTOPERATIVE FISTULA",1/1/2014,T
CR0269,T81.2,"ACCIDENTAL PUNCTURE AND LACERATION DURING A PROCEDURE NOT ELSEWHERE CLASSIFIED; ACCIDENTAL PERFORATION OF BLOOD VESSEL BY CATHETER, ENDOSCOPE, INSTRUMENT, PROBE DURING A PROCEDURE; ACCIDENTAL PERFORATION OF NERVE BY CATHETER, ENDOSCOPE, INSTRUMENT, PROBE",1/1/2014,T
CR0269,T81.0,"HAEMORRHAGE AND HAEMATOMA COMPLICATING A PROCEDURE, NOT ELSEWHERE CLASSIFIED; HAEMORRHAGE AT ANY SITE RESULTING FROM A PROCEDURE",1/1/2014,T
CR0269,N99.9,"POSTPROCEDURAL DISORDER OF GENITOURINARY SYSTEM, UNSPECIFIED",1/1/2014,T
CR0269,N99.4,POSTPROCEDURAL PELVIC PERITONEAL ADHESIONS,1/1/2014,T
CR0269,T82.1,MECHANICAL COMPLICATION OF CARDIAC ELECTRONIC DEVICE; CONDITIONS LISTED IN T82.0 DUE TO ELECTRODES; CONDITIONS LISTED IN T82.0 DUE TO PULSE GENERATOR (BATTERY),1/1/2014,T
CR0269,T83.9,"UNSPECIFIED COMPLICATION OF GENITOURINARY PROSTHETIC DEVICE, IMPLANTS AND  GRAFTS",1/1/2014,T
CR0269,N99.8,OTHER POSTPROCEDURAL DISORDERS OF GENITOURINARY SYSTEM; RESIDUAL OVARY SYNDROME,1/1/2014,T
CR0269,T83.2,MECHANICAL COMPLICATION OF GRAFT OF URINARY ORGAN,1/1/2014,T
CR0269,T84.5,INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL JOINT PROSTHESIS,1/1/2014,T
CR0269,T84.1,MECHANICAL COMPLICATION OF INTERNAL FIXATION DEVICE OF BONES OF LIMB,1/1/2014,T
CR0269,T84.0,MECHANICAL COMPLICATION OF INTERNAL JOINT PROSTHESIS,1/1/2014,T
CR0269,J95.0,TRACHEOSTOMY MALFUNCTION; HAEMORRHAGE FROM TRACHEOSTOMY STOMA; OBSTRUCTION OF TRACHEOSTOMY AIRWAY; SEPSIS OF TRACHEOSTOMY STOMA; TRACHEO-OESOPHAGEAL FISTULA FOLLOWING TRACHEOSTOMY,1/1/2014,T
CR0269,T85.0,MECHANICAL COMPLICATION OF VENTRICULAR INTRACRANIAL (COMMUNICATING) SHUNT,1/1/2014,T
CR0269,T84.9,"UNSPECIFIED COMPLICATION OF INTERNAL ORTHOPAEDIC PROSTHETIC DEVICE, IMPLANT AND GRAFT",1/1/2014,T
CR0269,T84.8,"OTHER COMPLICATIONS OF INTERNAL ORTHOPAEDIC PROSTHETIC DEVICES, IMPLANTS AND GRAFTS",1/1/2014,T
CR0269,T84.7,"INFECTION AND INFLAMMATORY REACTION DUE TO OTHER INTERNAL ORTHOPAEDIC PROSTHETIC DEVICES, IMPLANTS AND GRAFTS",1/1/2014,T
CR0269,T84.6,INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL FIXATION DEVICE [ANY SITE],1/1/2014,T
CR0269,T85.8,"OTHER COMPLICATIONS OF INTERNAL PROSTHETIC DEVICES, IMPLANTS AND GRAFTS, NOT ELSEWHERE CLASSIFIED",1/1/2014,T
CR0269,T83.8,"OTHER COMPLICATIONS OF GENITOURINARY PROSTHETIC DEVICES, IMPLANTS AND GRAFTS",1/1/2014,T
CR0269,T83.5,"INFECTION AND INFLAMMATORY REACTION DUE TO PROSTHETIC DEVICE, IMPLANT AND GRAFT IN URINARY SYSTEM",1/1/2014,T
CR0269,T83.3,MECHANICAL COMPLICATION OF INTRAUTERINE CONTRACEPTIVE DEVICE,1/1/2014,T
CR0269,T82.2,MECHANICAL COMPLICATION OF CORONARY ARTERY BYPASS AND VALVE GRAFTS,1/1/2014,T
CR0269,T83.1,MECHANICAL COMPLICATION OF OTHER URINARY DEVICES AND IMPLANTS; CONCDITIONS LISTED IN T82.0 DUE TO URINARY ELECTRONIC STIMULTOR DEVICE; URINARY SPHINCTER IMPLANT; URINARY STENT,1/1/2014,T
CR0269,T82.8,"OTHER COMPLICATIONS OF CARDIAC AND VASCULAR PROSTHETIC DEVICES, IMPLANTS AND GRAFTS; COMPLICATION DUE TO CARDIAC AND VASCULAR PROSTHETIC DEVICES, IMPLANTS AND GRAFTS; EMBOLISM DUE TO CARDIAC AND VASCULAR PROSTHETIC DEVICES, IMPLANTS AND GRAFTS; FIBROSIS D",1/1/2014,T
CR0269,T82.7,"INFECTION AND INFLAMMATORY REACTION DUE TO OTHER CARDIAC AND VASCULAR DEVICES, IMPLANTS AND GRAFTS",1/1/2014,T
CR0269,T82.5,MECHANICAL COMPLICATION OF OTHER CARDIAC AND VASCULAR DEVICES AND IMPLANTS; CONDITIONS LISTED IN T82.0 DUE TO ARTERIOVENOUS FISTULA  SURGICALLY CREATED; ARTERIVENOUS  SHUNT SURGICALLY CREATED; ARTIFICIAL HEART; BALLON COUNTERPULSATION DEVICE; INFUSION CAT,1/1/2014,T
CR0269,T82.4,MECHANICAL COMPLICATION OF VASCULAR DIALYSIS CATHETER,1/1/2014,T
CR0269,T82.3,MECHANICAL COMPLICATION OF OTHER VASCULAR GRAFTS; CONDITION LISTED IN T82.0 DUE TO AORTIC (BIFURCATION) GRAFT (REPLACEMENT); CONDITION LISTED IN T82.0 DUE TO ARTERIAL (CAROTID) (FEMORAL) GRAFT (BYPASS),1/1/2014,T
CR0269,K91.8,"OTHER POSTPROCEDURAL DISORDERS OF DIGESTIVE SYSTEM, NOT ELSEWHERE CLASSIFIED",1/1/2014,T
CR0269,H59.9,"POSTPROCEDURAL DISORDER OF EYE AND ADNEXA, UNSPECIFIED",1/1/2014,T
CR0269,T84.4,"MECHANICAL COMPLICATION OF OTHER INTERNAL ORTHOPAEDIC DEVICES, IMPLANTS AND GRAFTS",1/1/2014,T
CR0269,N99.0,POSTPROCEDURAL RENAL FAILURE,1/1/2014,T
CR0269,T81.1,SHOCK DURING OR RESULTING FROM A PROCEDURE NOT ELSEWHERE CLASSIFIED; COLLAPSE NOS DURING OR FOLLOWING A PROCEDURE; ENDOTOXIC SHOCK DURING OR FOLLOWING A PROCEDURE; HYPOVOLAEMIC DURING OR FOLLOWING A PROCEDURE; SEPTIC SHOCK DURING OR FOLLOWING A PROCEDURE;,1/1/2014,T
CR0269,E89.0,POSTPROCEDURAL HYPOTHYROIDISM; POSTIRRADIATION HYPOTHYROIDISM; POSTSURGICAL HYPOTHYROIDISM,1/1/2014,T
CR0269,E89.2,POSTPROCEDURAL HYPOPARATHYROIDISM; PARATHYROPRIVAL TETANY,1/1/2014,T
CR0269,E89.3,POSTPROCEDURAL HYPOPITUITARISM; POSTIRRADIATION HYPOPITUITARISM,1/1/2014,T
CR0269,E89.4,POSTPROCEDURAL OVARIAN FAILURE,1/1/2014,T
CR0269,E89.5,POSTPROCEDURAL TESTICULAR HYPOFUNCTION,1/1/2014,T
CR0269,E89.6,POSTPROCEDURAL ADRENOCORTICAL HYPOFUNCTION; POSTPROCEDURAL ADRENO-MEDULLARY HYPOFUNCTION,1/1/2014,T
CR0269,E89.8,OTHER POSTPROCEDURAL ENDOCRINE AND METABOLIC DISORDERS,1/1/2014,T
CR0269,G97.1,OTHER REACTION TO SPINAL AND LUMBAR PUNCTURE,1/1/2014,T
CR0269,G97.8,OTHER POSTPROCEDURAL DISORDERS OF NERVOUS SYSTEM,1/1/2014,T
CR0269,J95.2,ACUTE PULMONARY INSUFFICIENCY FOLLOWING NONTHORACIC SURGERY,1/1/2014,T
CR0269,H59.8,OTHER POSTPROCEDURAL DISORDERS OF EYE AND ADNEXA; CHORIORETINAL SCARS AFTER SURGERY FOR DETACHMENT,1/1/2014,T
CR0269,K91.5,POSTCHOLECYSTECTOMY SYNDROME,1/1/2014,T
CR0269,H95.8,OTHER POSTPROCEDURAL DISORDERS OF EAR AND MASTOID PROCESS,1/1/2014,T
CR0269,I97.0,POSTCARDIOTOMY SYNDROME,1/1/2014,T
CR0269,I97.2,POSTMASTECTOMY LYMPHOEDEMA SYNDROME; ELEPHANTIASIS DUE TO MASTECTOMY; OBLITERATION OF LYMPHATIC VESSELS DUE TO MASTECTOMY,1/1/2014,T
CR0269,J95.1,ACUTE PULMONARY INSUFFICIENCY FOLLOWING THORACIC SURGERY,1/1/2014,T
CR0269,J95.4,MENDELSON'S SYNDROME,1/1/2014,T
CR0270,S61.8,OPEN WOUND OF OTHER PARTS OF WRIST AND HAND,1/1/2014,T
CR0270,S61.7,MULTIPLE OPEN WOUNDS OF WRIST AND HAND,1/1/2014,T
CR0270,S61.1,OPEN WOUND OF FINGER(S) WITH DAMAGE TO NAIL,1/1/2014,T
CR0270,S61.0,OPEN WOUND OF FINGER(S) WITHOUT DAMAGE TO NAIL; OPEN WOUND OF FINGER(S) NOS,1/1/2014,T
CR0270,S01.9,"OPEN WOUND OF HEAD, PART UNSPECIFIED",1/1/2014,T
CR0270,S01.8,OPEN WOUND OF OTHER PARTS OF HEAD,1/1/2014,T
CR0270,T00.3,SUPERFICIAL INJURIES INVOLVING MULTIPLE REGIONS OF LOWER LIMB(S),1/1/2014,T
CR0270,B65.9,"SCHISTOSOMIASIS, UNSPECIFIED",1/1/2014,T
CR0270,B52.9,PLASMODIUM MALARIAE MALARIA WITHOUT COMPLICATIONS,1/1/2014,T
CR0270,E16.2,HYPOGLYCEMIA,1/1/2014,T
CR0270,E14.9,INSULIN DEPENDENT DIABETES MELLITUS WITHOUT COMPLICATIONS,1/1/2014,T
CR0270,E10.9,NON-INSULIN-DEPENDENT DIABETES MELLITUS  WITHOUT COMPLICATIONS,1/1/2014,T
CR0270,B82.9,"INTESTINAL PARASITISM, UNSPECIFIED",1/1/2014,T
CR0270,B77.9,ASCARIASIS,1/1/2014,T
